target_role,student_id,age,gender,city,state,pincode,education_level,institution,institution_tier,major,graduation_year,gpa,gpa_rounded,skills,skills_count,has_python,has_java,has_javascript,has_sql,projects_count,projects,internships_count,internship_companies,has_internship,premium_internship,work_experience_years,experience_level,has_experience,certifications,certifications_count,has_certification,has_github,has_linkedin,online_presence_score,expected_salary_lpa,willing_to_relocate,preferred_locations,education_experience_score,skill_certification_score,overall_profile_score,data_version
DevOps Engineer,STU003277,23,Male,Mumbai,Maharashtra,908872,Bachelor's,Amity University,Tier-2,Information Technology,2027,8.59,9,"Ansible, Kubernetes, Docker, CI/CD, Jenkins, Linux, Monitoring",7,0,0,0,0,4,Weather App - 2021 | E-commerce Platform - 2021 | Weather App - 2021 | Social Media App - 2024,1,Ola,1,0,0.0,Fresher,0,AWS Certified DevOps Engineer,1,1,1,1,1.0,12.82,1,"Delhi-NCR, Hyderabad, Pune",0.86,0.93,0.6,0cd8875c
Web Developer,STU001999,18,Male,Chennai,Tamil Nadu,649145,Bachelor's,NIT Warangal,Tier-2,Web Development,2026,6.47,6,"React, Express, Redux, Node.js, HTML, TypeScript, MongoDB",7,0,0,0,0,4,Weather App - 2021 | E-commerce Platform - 2020 | E-commerce Platform - 2024 | E-commerce Platform - 2021,2,"Dream11, Cisco",1,0,0.6,Junior,1,None,0,0,1,1,1.0,8.01,0,Mumbai,0.72,0.7,0.5,0cd8875c
UX Designer,STU007481,19,Female,Chennai,Tamil Nadu,548973,Master's,NIT Calicut,Tier-2,Design,2027,6.68,7,"User Research, Sketch, Figma, Adobe XD, Prototyping, Information Architecture, Wireframing, Usability Testing",8,0,0,0,0,4,Weather App - 2022 | Social Media App - 2021 | Social Media App - 2021 | Weather App - 2024,1,Uber,1,0,0.0,Fresher,0,HFI Certification,1,1,1,1,1.0,9.39,1,"Delhi-NCR, Hyderabad",0.67,1.07,0.57,0cd8875c
Software Engineer,STU006339,18,Male,Delhi,Delhi,244254,Bachelor's,NIT Trichy,Tier-2,Computer Science,2026,6.6,7,"SQL, Git, REST APIs, Microservices, Algorithms, Java, Python",7,1,1,0,1,2,Social Media App - 2024 | E-commerce Platform - 2021,4,"UpGrad, Cisco, SAP, Paytm",1,0,0.8,Junior,1,Microsoft Certified: Azure Developer,1,1,1,0,0.5,7.75,1,Bangalore,0.77,0.93,0.56,0cd8875c
Web Developer,STU007145,26,Male,Jaipur,Rajasthan,585705,Bachelor's,IIT Indore,Tier-1,Information Technology,2027,9.16,9,"Express, CSS, TypeScript, MongoDB, React, HTML",6,0,0,0,0,3,Task Manager - 2024 | Task Manager - 2023 | Task Manager - 2024,2,"EY, BYJU'S",1,0,0.0,Fresher,0,None,0,0,1,1,1.0,7.32,1,"Mumbai, Chennai",0.92,0.6,0.53,0cd8875c
Financial Analyst,STU007653,19,Female,Ahmedabad,Gujarat,284011,PhD,Madras University,Tier-2,Commerce,2025,6.02,6,"Bloomberg, Risk Analysis, Financial Modeling, Valuation, Python, Accounting, Excel",7,1,0,0,0,2,Marketing Campaign - 2022 | HR Policy - 2023,3,"Accenture, Infosys, Accenture",1,0,1.8,Junior,1,None,0,0,0,1,0.5,16.52,1,"Chennai, Bangalore, Hyderabad",0.82,0.7,0.52,0cd8875c
Machine Learning Engineer,STU003233,24,Male,Jaipur,Rajasthan,451398,Bachelor's,LPU,Tier-2,Data Science,2026,7.49,7,"Keras, NLP, Scikit-learn, Deep Learning, TensorFlow, Python, PyTorch, MLOps, Computer Vision",9,1,0,0,0,5,Weather App - 2021 | Weather App - 2022 | Task Manager - 2021 | Weather App - 2024 | Social Media App - 2021,4,"Zomato, TCS, Cisco, Paytm",1,0,0.4,Junior,1,"AWS Certified Machine Learning, NVIDIA DLI Certifications, Azure AI Engineer",3,1,1,1,1.0,10.9,0,"Hyderabad, Delhi-NCR",0.81,1.8,0.73,0cd8875c
Mechanical Engineer,STU002532,22,Female,Bangalore,Karnataka,903134,Bachelor's,Thapar University,Tier-2,Mechanical Engineering,2024,6.79,7,"SolidWorks, AutoCAD, Manufacturing, Thermodynamics, FEA, Fluid Mechanics, CATIA",7,0,0,0,0,3,Bridge Design - 2022 | Circuit Design - 2024 | Thermal Analysis - 2020,3,"ABB, Bajaj Auto, Bajaj Auto",1,0,2.3,Mid-Level,1,Six Sigma Green Belt,1,1,0,1,0.5,8.24,1,"Mumbai, Pune, Bangalore",0.99,0.93,0.61,0cd8875c
Web Developer,STU003715,21,Female,Bangalore,Karnataka,396515,Bachelor's,IIT Indore,Tier-1,Web Development,2025,8.88,9,"MongoDB, Express, Node.js, Redux, React, HTML, TypeScript",7,0,0,0,0,2,Social Media App - 2022 | Task Manager - 2023,2,"Uber, Razorpay",1,0,1.8,Junior,1,"Meta Front-End Developer, AWS Certified Cloud Practitioner",2,1,1,1,1.0,7.98,1,Hyderabad,1.21,1.17,0.71,0cd8875c
Civil Engineer,STU003247,23,Female,Jaipur,Rajasthan,436563,Bachelor's,NIT Rourkela,Tier-2,Civil Engineering,2026,8.55,9,"Surveying, Structural Analysis, Revit, Project Management, STAAD Pro, AutoCAD, Construction Management",7,0,0,0,0,4,Thermal Analysis - 2024 | Thermal Analysis - 2021 | Circuit Design - 2024 | Building Plan - 2023,2,"Schneider Electric, Mahindra",1,0,0.1,Junior,1,None,0,0,0,1,0.5,5.13,1,"Chennai, Delhi-NCR",0.87,0.7,0.55,0cd8875c
HR Generalist,STU001696,20,Female,Ahmedabad,Gujarat,144974,Bachelor's,Pune University,Tier-2,Psychology,2027,6.32,6,"Performance Management, Employee Relations, HR Policies, Recruitment, Communication, Training, Excel",7,0,0,0,0,5,Market Analysis - 2023 | Marketing Campaign - 2022 | Market Analysis - 2024 | Market Analysis - 2021 | Marketing Campaign - 2020,0,None,0,0,0.0,Fresher,0,SHRM Certified,1,1,0,1,0.5,7.43,1,Bangalore,0.63,0.93,0.53,0cd8875c
HR Generalist,STU006405,23,Male,Pune,Maharashtra,111452,Bachelor's,Xavier's Mumbai,Tier-2,Psychology,2028,7.06,7,"Training, Performance Management, Communication, Employee Relations, HR Policies, Recruitment, Excel",7,0,0,0,0,4,HR Policy - 2023 | Market Analysis - 2020 | Marketing Campaign - 2022 | Marketing Campaign - 2021,1,Meesho,1,0,0.0,Fresher,0,"SHRM Certified, HR Analytics Certification",2,1,0,1,0.5,7.43,1,"Mumbai, Delhi-NCR",0.71,1.17,0.6,0cd8875c
Mechanical Engineer,STU003192,21,Male,Chennai,Tamil Nadu,746245,Bachelor's,SRM University,Tier-2,Mechanical Engineering,2028,8.7,9,"Fluid Mechanics, Thermodynamics, FEA, CATIA, SolidWorks, AutoCAD, Manufacturing",7,0,0,0,0,3,Circuit Design - 2021 | Thermal Analysis - 2023 | Building Plan - 2022,1,ABB,1,0,0.0,Fresher,0,"CATIA Certified, SolidWorks Certified Professional, Six Sigma Green Belt",3,1,0,1,0.5,7.76,1,"Chennai, Hyderabad",0.87,1.4,0.7,0cd8875c
Financial Analyst,STU003732,23,Male,Hyderabad,Telangana,467712,Bachelor's,Mumbai University,Tier-2,Economics,2024,6.45,6,"Risk Analysis, Accounting, Bloomberg, Python, Excel, Valuation, Financial Modeling",7,1,0,0,0,3,Financial Model - 2021 | Financial Model - 2023 | HR Policy - 2024,2,"TCS, Zerodha",1,0,2.3,Mid-Level,1,"FRM Certification, Financial Modeling Certificate",2,1,0,1,0.5,11.24,1,"Mumbai, Chennai, Delhi-NCR",0.94,1.17,0.65,0cd8875c
Research Scientist,STU004032,20,Female,Hyderabad,Telangana,369068,Diploma,St. Stephens Delhi,Tier-2,Chemistry,2028,6.28,6,"Research Methodology, Data Analysis, Python, Technical Writing, Lab Techniques, Grant Writing, R",7,1,0,0,0,4,Research Paper - 2020 | Research Paper - 2020 | Lab Experiment - 2022 | Lab Experiment - 2021,0,None,0,0,0.0,Fresher,0,"Good Laboratory Practices, ICH Guidelines",2,1,0,1,0.5,6.35,0,Delhi-NCR,0.63,1.17,0.58,0cd8875c
Data Scientist,STU000226,20,Male,Chennai,Tamil Nadu,269316,Master's,NIT Surathkal,Tier-2,Data Science,2025,6.57,7,"Statistics, Pandas, Data Visualization, Tableau, Machine Learning, R, Python, SQL, NumPy",9,1,0,0,1,2,Task Manager - 2022 | Weather App - 2023,3,"Paytm, Capgemini, Accenture",1,0,1.5,Junior,1,IBM Data Science Professional,1,1,1,1,1.0,15.16,1,"Bangalore, Chennai, Delhi-NCR",0.85,1.2,0.64,0cd8875c
Marketing Specialist,STU003169,24,Female,Mumbai,Maharashtra,142415,Bachelor's,Calcutta University,Tier-2,Business Administration,2028,8.27,8,"Brand Management, Email Marketing, Content Marketing, Google Analytics, PPC, SEO, Social Media",7,0,0,0,0,2,Financial Model - 2021 | HR Policy - 2024,2,"EY, VMware",1,0,0.0,Fresher,0,Facebook Blueprint,1,1,0,1,0.5,7.34,1,Chennai,0.83,0.93,0.59,0cd8875c
Web Developer,STU003525,19,Male,Mumbai,Maharashtra,976762,Master's,IIIT Bangalore,Tier-2,Web Development,2027,8.94,9,"HTML, CSS, Node.js, Redux, Git, Express",6,0,0,0,0,4,Social Media App - 2023 | Social Media App - 2020 | Task Manager - 2024 | Weather App - 2023,0,None,0,0,0.0,Fresher,0,None,0,0,0,1,0.5,11.33,0,Bangalore,0.89,0.6,0.53,0cd8875c
Mechanical Engineer,STU000373,24,Male,Kolkata,West Bengal,595214,Bachelor's,LPU,Tier-2,Automobile Engineering,2028,6.38,6,"AutoCAD, Fluid Mechanics, SolidWorks, Thermodynamics, Manufacturing, CATIA, FEA",7,0,0,0,0,2,Bridge Design - 2022 | Bridge Design - 2020,2,"Samsung, Bajaj Auto",1,0,0.0,Fresher,0,None,0,0,0,1,0.5,5.71,1,"Bangalore, Chennai",0.64,0.7,0.48,0cd8875c
Machine Learning Engineer,STU007415,22,Female,Ahmedabad,Gujarat,774498,PhD,IIT Hyderabad,Tier-1,AI/ML,2026,8.36,8,"Scikit-learn, PyTorch, Deep Learning, Computer Vision, MLOps, TensorFlow, NLP, Keras",8,0,0,0,0,2,E-commerce Platform - 2020 | E-commerce Platform - 2023,2,"KPMG, KPMG",1,0,0.8,Junior,1,"TensorFlow Developer Certificate, AWS Certified Machine Learning",2,1,1,1,1.0,30.5,1,"Delhi-NCR, Bangalore",0.97,1.33,0.69,0cd8875c
Financial Analyst,STU008326,19,Female,Mumbai,Maharashtra,546556,Master's,IIM Ahmedabad,Tier-1,Finance,2026,7.14,7,"Valuation, Financial Modeling, Accounting, Python, Excel, Risk Analysis",6,1,0,0,0,5,HR Policy - 2021 | HR Policy - 2020 | Financial Model - 2023 | Financial Model - 2024 | Marketing Campaign - 2020,2,"Groww, TCS",1,0,0.0,Fresher,0,CFA Level 1,1,1,0,1,0.5,13.41,1,"Hyderabad, Chennai",0.71,0.8,0.52,0cd8875c
Financial Analyst,STU007651,20,Female,Hyderabad,Telangana,904802,Master's,IIM Lucknow,Tier-1,Commerce,2026,7.58,8,"Accounting, Valuation, Excel, Python, Financial Modeling, Bloomberg, Risk Analysis",7,1,0,0,0,5,Financial Model - 2024 | Market Analysis - 2020 | Marketing Campaign - 2022 | Marketing Campaign - 2024 | Marketing Campaign - 2022,2,"Meesho, ShareChat",1,0,0.4,Junior,1,FRM Certification,1,1,0,1,0.5,13.08,1,"Pune, Hyderabad, Mumbai",0.82,0.93,0.58,0cd8875c
Machine Learning Engineer,STU006806,20,Male,Kolkata,West Bengal,865478,Bachelor's,IIIT Lucknow,Tier-2,Data Science,2028,8.26,8,"Keras, PyTorch, MLOps, Scikit-learn, Deep Learning, TensorFlow, Computer Vision, NLP",8,0,0,0,0,2,Social Media App - 2022 | Task Manager - 2024,2,"TCS, Flipkart",1,0,0.0,Fresher,0,"Azure AI Engineer, TensorFlow Developer Certificate",2,1,0,1,0.5,12.64,1,Bangalore,0.83,1.33,0.67,0cd8875c
Civil Engineer,STU005122,20,Female,Chennai,Tamil Nadu,916934,Bachelor's,NIT Rourkela,Tier-2,Civil Engineering,2027,6.46,6,"Revit, AutoCAD, Project Management, Surveying, STAAD Pro, Construction Management",6,0,0,0,0,5,Building Plan - 2022 | Circuit Design - 2020 | Thermal Analysis - 2021 | Building Plan - 2021 | Building Plan - 2022,0,None,0,0,0.0,Fresher,0,AutoCAD Certified Professional,1,1,0,1,0.5,6.43,1,"Hyderabad, Bangalore",0.65,0.8,0.5,0cd8875c
Civil Engineer,STU002752,25,Male,Delhi,Delhi,770943,Bachelor's,NIT Trichy,Tier-2,Civil Engineering,2027,8.0,8,"AutoCAD, Project Management, Revit, Construction Management, Structural Analysis, Surveying, STAAD Pro",7,0,0,0,0,5,Thermal Analysis - 2024 | Thermal Analysis - 2021 | Thermal Analysis - 2022 | Building Plan - 2022 | Bridge Design - 2020,0,None,0,0,0.0,Fresher,0,AutoCAD Certified Professional,1,1,0,1,0.5,4.96,1,"Mumbai, Hyderabad",0.8,0.93,0.58,0cd8875c
HR Generalist,STU000931,25,Female,Mumbai,Maharashtra,968162,Bachelor's,Christ University,Tier-2,Psychology,2025,7.44,7,"Training, Employee Relations, Recruitment, Performance Management, HR Policies, Excel, Communication",7,0,0,0,0,2,Financial Model - 2023 | Market Analysis - 2023,2,"VMware, Unacademy",1,0,1.2,Junior,1,None,0,0,0,0,0.0,5.62,1,"Chennai, Pune",0.92,0.7,0.55,0cd8875c
Business Analyst,STU006387,22,Female,Hyderabad,Telangana,160167,Bachelor's,Madras University,Tier-2,Statistics,2025,8.85,9,"Stakeholder Management, Excel, Data Analysis, Requirements Gathering, Tableau, Power BI, Visio",7,0,0,0,0,4,Financial Model - 2023 | Marketing Campaign - 2020 | Financial Model - 2021 | HR Policy - 2023,2,"Infosys, EY",1,0,1.4,Junior,1,Tableau Certification,1,1,0,1,0.5,9.54,1,"Mumbai, Pune",1.13,0.93,0.64,0cd8875c
DevOps Engineer,STU006507,22,Female,Mumbai,Maharashtra,620016,PhD,IIT Madras,Tier-1,Computer Science,2024,9.21,9,"CI/CD, Git, Terraform, Kubernetes, Docker, Monitoring, Linux, Ansible, Jenkins, AWS",10,0,0,0,0,2,E-commerce Platform - 2023 | Social Media App - 2024,2,"Capgemini, Cognizant",1,0,2.2,Mid-Level,1,Certified Kubernetes Administrator,1,1,1,1,1.0,16.68,0,Delhi-NCR,1.33,1.33,0.77,0cd8875c
Business Analyst,STU008059,24,Female,Bangalore,Karnataka,110066,Bachelor's,Pune University,Tier-2,Statistics,2028,7.38,7,"Power BI, SQL, Stakeholder Management, Visio, Tableau, Requirements Gathering, Excel, Data Analysis",8,0,0,0,1,3,Marketing Campaign - 2022 | HR Policy - 2024 | Marketing Campaign - 2022,1,TCS,1,0,0.0,Fresher,0,"Certified Business Analysis Professional, IIBA Entry Certificate, Google Data Analytics",3,1,0,1,0.5,8.63,0,"Hyderabad, Mumbai, Pune",0.74,1.6,0.69,0cd8875c
Software Engineer,STU008597,21,Male,Mumbai,Maharashtra,599113,Bachelor's,IIT Delhi,Tier-1,Information Technology,2027,7.91,8,"Java, C++, Microservices, Git, Data Structures, REST APIs",6,0,1,0,0,4,Social Media App - 2021 | Task Manager - 2023 | Social Media App - 2023 | Task Manager - 2024,1,Uber,1,0,0.0,Fresher,0,Microsoft Certified: Azure Developer,1,1,0,1,0.5,11.45,1,"Bangalore, Delhi-NCR",0.79,0.8,0.55,0cd8875c
HR Generalist,STU003657,19,Male,Lucknow,Uttar Pradesh,721814,Bachelor's,Madras University,Tier-2,Business Administration,2028,6.7,7,"Communication, HR Policies, Excel, Training, Performance Management, Employee Relations, Recruitment",7,0,0,0,0,3,Financial Model - 2024 | Financial Model - 2024 | Marketing Campaign - 2020,1,Deloitte,1,0,0.0,Fresher,0,None,0,0,0,1,0.5,5.14,0,"Pune, Hyderabad",0.67,0.7,0.49,0cd8875c
Web Developer,STU007887,19,Female,Kolkata,West Bengal,615419,Master's,IIT Hyderabad,Tier-1,Computer Science,2025,8.98,9,"Node.js, MongoDB, React, HTML, TypeScript, Express",6,0,0,0,0,5,Weather App - 2023 | Weather App - 2020 | E-commerce Platform - 2023 | Weather App - 2020 | Weather App - 2021,4,"Oracle, TCS, Wipro, CRED",1,0,1.4,Junior,1,None,0,0,1,1,1.0,8.85,1,"Hyderabad, Bangalore, Mumbai",1.15,0.6,0.57,0cd8875c
HR Generalist,STU005017,24,Male,Delhi,Delhi,242144,Master's,NMIMS,Tier-2,Psychology,2026,6.55,7,"Training, Communication, Recruitment, HR Policies, Excel, Employee Relations, Performance Management",7,0,0,0,0,5,Financial Model - 2024 | Market Analysis - 2024 | Market Analysis - 2021 | Market Analysis - 2023 | Marketing Campaign - 2022,2,"EY, EY",1,0,0.5,Junior,1,"LinkedIn Recruiter Certification, HR Analytics Certification, SHRM Certified",3,1,0,1,0.5,9.39,1,"Bangalore, Hyderabad",0.72,1.4,0.65,0cd8875c
Machine Learning Engineer,STU001161,19,Male,Delhi,Delhi,855874,Master's,IIIT Bangalore,Tier-2,Computer Science,2027,9.0,9,"Computer Vision, TensorFlow, PyTorch, Deep Learning, Scikit-learn, Keras, Python",7,1,0,0,0,5,E-commerce Platform - 2023 | E-commerce Platform - 2021 | Weather App - 2024 | Weather App - 2024 | Weather App - 2021,0,None,0,0,0.0,Fresher,0,TensorFlow Developer Certificate,1,1,0,1,0.5,17.06,0,Delhi-NCR,0.9,0.93,0.61,0cd8875c
Web Developer,STU001064,22,Female,Jaipur,Rajasthan,927978,Bachelor's,NIT Rourkela,Tier-2,Computer Science,2025,6.33,6,"MongoDB, TypeScript, CSS, Git, Redux, Node.js, React",7,0,0,0,0,5,Weather App - 2021 | Task Manager - 2020 | Task Manager - 2020 | Weather App - 2022 | Task Manager - 2023,2,"Freshworks, Paytm",1,0,1.3,Junior,1,"MongoDB Certification, Google UX Design",2,1,1,1,1.0,5.81,1,Hyderabad,0.8,1.17,0.62,0cd8875c
Machine Learning Engineer,STU000743,21,Male,Delhi,Delhi,137061,Bachelor's,NIT Rourkela,Tier-2,Data Science,2024,6.02,6,"NLP, PyTorch, Scikit-learn, TensorFlow, Deep Learning, Python, Computer Vision, Keras, MLOps",9,1,0,0,0,4,Social Media App - 2021 | Social Media App - 2021 | E-commerce Platform - 2024 | Social Media App - 2024,2,"Infosys, Ola",1,0,2.1,Mid-Level,1,TensorFlow Developer Certificate,1,1,1,1,1.0,11.53,1,"Delhi-NCR, Pune, Bangalore",0.85,1.2,0.64,0cd8875c
DevOps Engineer,STU002644,26,Female,Chennai,Tamil Nadu,582662,Bachelor's,IIT Kharagpur,Tier-1,Computer Science,2024,7.39,7,"Monitoring, Docker, Git, Terraform, Jenkins, AWS, CI/CD",7,0,0,0,0,5,Social Media App - 2023 | Task Manager - 2023 | Weather App - 2020 | Social Media App - 2021 | E-commerce Platform - 2023,4,"Microsoft, Flipkart, Freshworks, SAP",1,1,2.8,Mid-Level,1,"Certified Kubernetes Administrator, AWS Certified DevOps Engineer",2,1,1,1,1.0,14.59,0,Bangalore,1.15,1.17,0.69,0cd8875c
Marketing Specialist,STU008592,22,Female,Delhi,Delhi,839879,Bachelor's,St. Stephens Delhi,Tier-2,Business Administration,2028,8.35,8,"Google Analytics, Brand Management, Content Marketing, Social Media, SEO, PPC, Email Marketing",7,0,0,0,0,2,Financial Model - 2022 | Marketing Campaign - 2023,0,None,0,0,0.0,Fresher,0,HubSpot Content Marketing,1,1,0,0,0.0,7.31,1,Hyderabad,0.83,0.93,0.59,0cd8875c
HR Generalist,STU000146,20,Male,Ahmedabad,Gujarat,257808,Bachelor's,Ashoka University,Tier-2,HR Management,2026,7.33,7,"Employee Relations, HR Policies, Performance Management, Communication, Training, Recruitment, Excel",7,0,0,0,0,3,Market Analysis - 2020 | Financial Model - 2024 | HR Policy - 2023,2,"Rivigo, Rivigo",1,0,0.7,Junior,1,HR Analytics Certification,1,1,0,1,0.5,6.2,0,"Mumbai, Pune",0.84,0.93,0.58,0cd8875c
Civil Engineer,STU002930,25,Female,Jaipur,Rajasthan,697665,Bachelor's,IIT Kharagpur,Tier-1,Construction Technology,2027,7.25,7,"AutoCAD, Surveying, Project Management, Structural Analysis, Construction Management, STAAD Pro, Revit",7,0,0,0,0,4,Bridge Design - 2022 | Thermal Analysis - 2022 | Thermal Analysis - 2021 | Thermal Analysis - 2024,0,None,0,0,0.0,Fresher,0,"Project Management Professional, LEED Green Associate",2,1,0,1,0.5,4.63,1,Mumbai,0.72,1.17,0.61,0cd8875c
Civil Engineer,STU001413,24,Female,Kolkata,West Bengal,682891,Bachelor's,NIT Allahabad,Tier-2,Construction Technology,2025,8.57,9,"Structural Analysis, Revit, Surveying, STAAD Pro, Construction Management, AutoCAD, Project Management",7,0,0,0,0,4,Bridge Design - 2022 | Circuit Design - 2023 | Circuit Design - 2022 | Thermal Analysis - 2021,2,"Reliance, Siemens",1,0,1.6,Junior,1,"OSHA Certification, LEED Green Associate",2,1,0,1,0.5,4.74,0,Mumbai,1.13,1.17,0.69,0cd8875c
HR Generalist,STU002410,22,Female,Pune,Maharashtra,977184,Master's,IIM Raipur,Tier-1,Psychology,2027,7.99,8,"Excel, Employee Relations, Performance Management, Training, HR Policies, Recruitment, Communication",7,0,0,0,0,5,Market Analysis - 2022 | Financial Model - 2022 | Financial Model - 2021 | Marketing Campaign - 2023 | Marketing Campaign - 2020,1,Groww,1,0,0.0,Fresher,0,"SHRM Certified, HR Analytics Certification",2,1,0,1,0.5,8.14,1,Chennai,0.8,1.17,0.63,0cd8875c
Research Scientist,STU005744,22,Male,Pune,Maharashtra,215063,Master's,St. Stephens Delhi,Tier-2,Chemistry,2026,7.98,8,"Python, Lab Techniques, Research Methodology, Grant Writing, Technical Writing, R, Data Analysis",7,1,0,0,0,5,Data Collection - 2022 | Research Paper - 2022 | Data Collection - 2020 | Data Collection - 2022 | Data Collection - 2022,1,KPMG,1,0,0.2,Junior,1,"Clinical Research Certification, ICH Guidelines, Good Laboratory Practices",3,1,0,1,0.5,11.09,1,"Mumbai, Delhi-NCR, Pune",0.83,1.4,0.68,0cd8875c
Data Scientist,STU001475,26,Female,Bangalore,Karnataka,156447,Master's,IIT Kanpur,Tier-1,Computer Science,2025,9.5,10,"Data Visualization, TensorFlow, Machine Learning, Python, Tableau, Pandas, SQL",7,1,0,0,1,2,Task Manager - 2021 | Social Media App - 2021,2,"Flipkart, Cognizant",1,0,1.0,Junior,1,"SAS Certified Specialist, TensorFlow Developer Certificate",2,1,0,1,0.5,15.03,0,"Hyderabad, Delhi-NCR",1.14,1.17,0.7,0cd8875c
Business Analyst,STU007656,24,Male,Jaipur,Rajasthan,784180,PhD,NMIMS,Tier-2,Business Analytics,2024,7.99,8,"Excel, Power BI, Tableau, Stakeholder Management, Visio, SQL, Requirements Gathering",7,0,0,0,1,2,Market Analysis - 2023 | Marketing Campaign - 2020,3,"CRED, TCS, Deloitte",1,0,2.8,Mid-Level,1,None,0,0,0,1,0.5,11.99,1,"Bangalore, Hyderabad, Pune",1.25,0.7,0.61,0cd8875c
Business Analyst,STU001515,22,Male,Lucknow,Uttar Pradesh,191585,Bachelor's,NMIMS,Tier-2,Business Analytics,2027,6.31,6,"SQL, Excel, Data Analysis, Requirements Gathering, Tableau, Power BI, Stakeholder Management, Visio",8,0,0,0,1,3,Financial Model - 2024 | Market Analysis - 2023 | Market Analysis - 2021,1,PhysicsWallah,1,0,0.0,Fresher,0,None,0,0,0,1,0.5,8.05,1,"Mumbai, Delhi-NCR",0.63,0.8,0.51,0cd8875c
Product Manager,STU001300,25,Male,Delhi,Delhi,292545,Bachelor's,Mumbai University,Tier-2,Business Administration,2026,8.55,9,"Wireframing, Product Strategy, JIRA, Agile, MVP Development, Market Research, User Stories, Analytics",8,0,0,0,0,4,Market Analysis - 2024 | Market Analysis - 2022 | HR Policy - 2022 | HR Policy - 2024,2,"Rivigo, PhysicsWallah",1,0,0.8,Junior,1,None,0,0,0,1,0.5,16.64,1,"Hyderabad, Mumbai, Bangalore",0.99,0.8,0.6,0cd8875c
UX Designer,STU002584,22,Female,Bangalore,Karnataka,755254,Bachelor's,Manipal University,Tier-2,HCI,2026,8.55,9,"Usability Testing, Prototyping, User Research, Adobe XD, Information Architecture, Sketch, Wireframing",7,0,0,0,0,2,E-commerce Platform - 2023 | Social Media App - 2020,3,"UpGrad, Google, CRED",1,1,0.0,Fresher,0,"Adobe Certified Professional, NN/g UX Certification",2,1,1,1,1.0,10.06,1,Hyderabad,0.86,1.17,0.65,0cd8875c
UX Designer,STU002063,26,Female,Kolkata,West Bengal,408624,Master's,NIT Allahabad,Tier-2,Design,2027,7.36,7,"Prototyping, Usability Testing, Information Architecture, Wireframing, Adobe XD, Sketch, Figma",7,0,0,0,0,4,Social Media App - 2020 | Task Manager - 2024 | Task Manager - 2023 | Task Manager - 2023,2,"Cisco, Infosys",1,0,0.0,Fresher,0,None,0,0,1,1,1.0,10.49,1,Bangalore,0.74,0.7,0.51,0cd8875c
Civil Engineer,STU007459,23,Female,Jaipur,Rajasthan,244274,Bachelor's,BITS Pilani,Tier-2,Construction Technology,2024,6.27,6,"Construction Management, AutoCAD, Surveying, Structural Analysis, Revit, STAAD Pro, Project Management",7,0,0,0,0,3,Building Plan - 2021 | Thermal Analysis - 2020 | Building Plan - 2023,3,"Samsung, L&T, Mahindra",1,0,2.5,Mid-Level,1,"OSHA Certification, LEED Green Associate, Project Management Professional",3,1,0,1,0.5,7.22,0,"Pune, Mumbai",0.94,1.4,0.7,0cd8875c
